source_rank,company_name,domain,api_name,job_title,function,location,country,posted_at,first_seen,source_url,source_field,raw_response_path
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,IAC Engineer,engineering,Not Available,,Not Available,Not Available,Not Available,jobs.722,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Infra Sec Eng Lead & AS400 Support Engineer,engineering,Not Available,,Not Available,Not Available,Not Available,jobs.723,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Senior Officer / Manager, Sales Acquisition & Fulfilment",sales,Not Available,,Not Available,Not Available,Not Available,jobs.724,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"ID Admin Ops Support, GIS",it,Not Available,,Not Available,Not Available,Not Available,jobs.725,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Manager, Reserve Card Relationship Manager",other,Not Available,,Not Available,Not Available,Not Available,jobs.726,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,IT Audit Manager,it,Not Available,,Not Available,Not Available,Not Available,jobs.727,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, Enterprise Data Quality & Analytics, Innovation Group",other,Not Available,,Not Available,Not Available,Not Available,jobs.728,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP2 Functional Business Analyst, Finance, GETO",other,Not Available,,Not Available,Not Available,Not Available,jobs.729,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Manager, Data Analytics, Group Wholesale Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.730,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Overseas Compliance Management, Anti-Financial Crimes Assurance, Group Compliance",other,Not Available,,Not Available,Not Available,Not Available,jobs.731,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP1, Financial & Regulatory Reporting",other,Not Available,,Not Available,Not Available,Not Available,jobs.732,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Senior Officer, Engineering Support Analyst (Identity Management)",it,Not Available,,Not Available,Not Available,Not Available,jobs.733,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"SO, Client Acquisition Associate (Sri Petaling)",other,Not Available,,Not Available,Not Available,Not Available,jobs.734,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, Product Control & Governance (Team Lead)",other,Not Available,,Not Available,Not Available,Not Available,jobs.735,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Regulatory Reporting Analyst,other,Not Available,,Not Available,Not Available,Not Available,jobs.736,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,AML Operations Manager,operations,Not Available,,Not Available,Not Available,Not Available,jobs.737,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Infrastructure Engineer, Group Infrastructure & Platform Services",engineering,Not Available,,Not Available,Not Available,Not Available,jobs.738,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Personal Banker - Jakarta,other,Not Available,,Not Available,Not Available,Not Available,jobs.739,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, AI & Data Risk Governance",other,Not Available,,Not Available,Not Available,Not Available,jobs.740,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Privilege Banking Relationship Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.741,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Mortgage Specialist,other,Not Available,,Not Available,Not Available,Not Available,jobs.742,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Client Advisor - Puri Kencana,other,Not Available,,Not Available,Not Available,Not Available,jobs.743,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Business Risk and Control Management Advisory",other,Not Available,,Not Available,Not Available,Not Available,jobs.744,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"SO, Personal Banker",other,Not Available,,Not Available,Not Available,Not Available,jobs.745,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP-VP, Privilege Banking lnternational - Client Advisor",other,Not Available,,Not Available,Not Available,Not Available,jobs.746,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Card Portfolio Product Analyst (Outsourcing),other,Not Available,,Not Available,Not Available,Not Available,jobs.747,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Branch Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.748,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Modelling Analyst,other,Not Available,,Not Available,Not Available,Not Available,jobs.749,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Senior Officer, Trade Operations",operations,Not Available,,Not Available,Not Available,Not Available,jobs.750,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Financial Information Management (FIM) & Data Engineering Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.751,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Senior Developer, Core Banking",engineering,Not Available,,Not Available,Not Available,Not Available,jobs.752,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP/MGR, Relationship Manager - Wealth Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.753,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"MGR, Branch Service Manager - Batu Pahat (City Area)",other,Not Available,,Not Available,Not Available,Not Available,jobs.754,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Senior Officer, Workforce Management, Group Contact Center",other,Not Available,,Not Available,Not Available,Not Available,jobs.755,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"SO-MGR, Personal Wealth Executive (Southern Region)",other,Not Available,,Not Available,Not Available,Not Available,jobs.756,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Manager, Investment Manager (Venture Capital, Private Equity, Blockchain), Group Venture Management",other,Not Available,,Not Available,Not Available,Not Available,jobs.757,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Operations Officer,operations,Not Available,,Not Available,Not Available,Not Available,jobs.758,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Mgr/AVP, Relationship Manager - Wealth Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.759,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Senior Officer, RORC",other,Not Available,,Not Available,Not Available,Not Available,jobs.760,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Client Acquisitions Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.761,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Fraud Authorization Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.762,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,PFS Business Management Head,other,Not Available,,Not Available,Not Available,Not Available,jobs.763,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Technical Delivery Manager, Cards Technology (Open Systems)",it,Not Available,,Not Available,Not Available,Not Available,jobs.764,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Investigations Team Member (Contract) SO - Manager Level,other,Not Available,,Not Available,Not Available,Not Available,jobs.765,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,PVB Client Advisor,other,Not Available,,Not Available,Not Available,Not Available,jobs.766,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Developer, Core Banking",engineering,Not Available,,Not Available,Not Available,Not Available,jobs.767,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Murex Developer, MEA Tech",engineering,Not Available,,Not Available,Not Available,Not Available,jobs.768,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Technology Obsolescence - Head,other,Not Available,,Not Available,Not Available,Not Available,jobs.769,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"First VP, Functional Business Analyst, Credit & Risk management, Group Wholesale Banking Operations",operations,Not Available,,Not Available,Not Available,Not Available,jobs.770,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Cash Sales, Group Transaction Banking",sales,Not Available,,Not Available,Not Available,Not Available,jobs.771,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Sr. Acct Opening & Disbursement Officer,other,Not Available,,Not Available,Not Available,Not Available,jobs.772,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Financial Controls & Operations, Group Finance",operations,Not Available,,Not Available,Not Available,Not Available,jobs.773,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Service Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.774,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Data, Finance & Compliance Support Analyst",it,Not Available,,Not Available,Not Available,Not Available,jobs.775,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Corporate Wealth Management RM - Jakarta,other,Not Available,,Not Available,Not Available,Not Available,jobs.776,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Senior Officer/ Mgr - Mortgage Specialist (City Square),other,Not Available,,Not Available,Not Available,Not Available,jobs.777,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Assistant Vice President, Finance Performance Management",other,Not Available,,Not Available,Not Available,Not Available,jobs.778,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Product Manager - Bancassurance, Group Wholesale Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.779,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Manager / Senior Officer, Anti-Fraud & Analytics Investigations Team, Group Wholesale Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.780,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, PB KYC & Client Onboarding",other,Not Available,,Not Available,Not Available,Not Available,jobs.781,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP1, Ongoing Review Checker",other,Not Available,,Not Available,Not Available,Not Available,jobs.782,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, Relationship Manager - Wealth Banking (Sungai Petani)",other,Not Available,,Not Available,Not Available,Not Available,jobs.783,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Mortgage Sales,sales,Not Available,,Not Available,Not Available,Not Available,jobs.784,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Corporate Solutions Senior Officer,other,Not Available,,Not Available,Not Available,Not Available,jobs.785,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Card Dispute & Solution Officer,other,Not Available,,Not Available,Not Available,Not Available,jobs.786,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, Risk & Assurance Officer (Kuala Lumpur)",other,Not Available,,Not Available,Not Available,Not Available,jobs.787,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"SO, Credit Operations Analyst",operations,Not Available,,Not Available,Not Available,Not Available,jobs.788,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, AFC Analyst (FCI)",other,Not Available,,Not Available,Not Available,Not Available,jobs.789,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Developer, Core Banking",engineering,Not Available,,Not Available,Not Available,Not Available,jobs.790,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Insurance Specialist,other,Not Available,,Not Available,Not Available,Not Available,jobs.791,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP - VP2, Auditor, Consumer/Retail, Internal Audit",other,Not Available,,Not Available,Not Available,Not Available,jobs.792,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Manager, Anti-Financial Crime Operations",operations,Not Available,,Not Available,Not Available,Not Available,jobs.793,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"ED Technical Delivery & Development Head, Digital Wholesale Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.794,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Sales Executive,sales,Not Available,,Not Available,Not Available,Not Available,jobs.795,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"MGR, Wealth Relationship Manager (Kota Damansara)",other,Not Available,,Not Available,Not Available,Not Available,jobs.796,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Development Lead, Cards",other,Not Available,,Not Available,Not Available,Not Available,jobs.797,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, Operations Assurance & Audit Mgt",operations,Not Available,,Not Available,Not Available,Not Available,jobs.798,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Client Advisor Assistant, Private Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.799,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"HR Operations - Employee Services, Group HR",operations,Not Available,,Not Available,Not Available,Not Available,jobs.800,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Senior Officer, Mortgage Specialist (Nationwide)",other,Not Available,,Not Available,Not Available,Not Available,jobs.801,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, Wholesale AFC - CMB AML/KYC",other,Not Available,,Not Available,Not Available,Not Available,jobs.802,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Assistant VP, Group Legal & Secretariat",other,Not Available,,Not Available,Not Available,Not Available,jobs.803,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Manager, Credit Control (Wholesale)",other,Not Available,,Not Available,Not Available,Not Available,jobs.804,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP1-VP2,AML Regulatory & Governance Officer",other,Not Available,,Not Available,Not Available,Not Available,jobs.805,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, BRCM Anti-Fraud",other,Not Available,,Not Available,Not Available,Not Available,jobs.806,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP2, Senior Relationship Manager (FIG)",other,Not Available,,Not Available,Not Available,Not Available,jobs.807,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Personal Banker (PB),other,Not Available,,Not Available,Not Available,Not Available,jobs.808,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Service Executive - PCP,other,Not Available,,Not Available,Not Available,Not Available,jobs.809,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP1 System Analyst (ML & NLP ), GMET",it,Not Available,,Not Available,Not Available,Not Available,jobs.810,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Asset Functional Analyst,other,Not Available,,Not Available,Not Available,Not Available,jobs.811,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Bancassurance Mgr, Retail Banking (Johor Bahru)",other,Not Available,,Not Available,Not Available,Not Available,jobs.812,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Data Security Engineering - Network/Crypto Engineer,engineering,Not Available,,Not Available,Not Available,Not Available,jobs.813,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Client Advisor - Medan 1,other,Not Available,,Not Available,Not Available,Not Available,jobs.814,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Marketing Assistant Senior Officer (Outsourcing),other,Not Available,,Not Available,Not Available,Not Available,jobs.815,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Service Executive - Semarang,other,Not Available,,Not Available,Not Available,Not Available,jobs.816,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, Compliance System",it,Not Available,,Not Available,Not Available,Not Available,jobs.817,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Developer, Cards",engineering,Not Available,,Not Available,Not Available,Not Available,jobs.818,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Channel Product Owner, Group Transaction Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.819,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Team Lead (VP2), Wholesale AFC - FIG",other,Not Available,,Not Available,Not Available,Not Available,jobs.820,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"FVP Corporate eServices Dept Head, CMOC",other,Not Available,,Not Available,Not Available,Not Available,jobs.821,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Assistant Vice President, Regulatory Compliance, UOB Asset Management",other,Not Available,,Not Available,Not Available,Not Available,jobs.822,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Qlik Developer,engineering,Not Available,,Not Available,Not Available,Not Available,jobs.823,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Technical Delivery Manager, Core Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.824,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Team Head, Personal Wealth Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.825,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Usage Partnership & Loyalty Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.826,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,System Analyst SAP FICO,it,Not Available,,Not Available,Not Available,Not Available,jobs.827,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"SO, Personal Wealth Executive (Klang Valley)",other,Not Available,,Not Available,Not Available,Not Available,jobs.828,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Internship,other,Not Available,,Not Available,Not Available,Not Available,jobs.829,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,PFS AML Operations Analyst,operations,Not Available,,Not Available,Not Available,Not Available,jobs.830,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,MGR/AVP Relationship Manager - Wealth Banking (Puchong),other,Not Available,,Not Available,Not Available,Not Available,jobs.831,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"IAC Engineer, GIPS",engineering,Not Available,,Not Available,Not Available,Not Available,jobs.832,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,AML Analyst,other,Not Available,,Not Available,Not Available,Not Available,jobs.833,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Customer Service Contact Center Officer,other,Not Available,,Not Available,Not Available,Not Available,jobs.834,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Market Risk SA,other,Not Available,,Not Available,Not Available,Not Available,jobs.835,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Annual Fee Retention Officer,other,Not Available,,Not Available,Not Available,Not Available,jobs.836,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Branch Manager - Bandar Lampung,other,Not Available,,Not Available,Not Available,Not Available,jobs.837,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"MGR - VP, Client Advisor",other,Not Available,,Not Available,Not Available,Not Available,jobs.838,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Portfolio Counselor, PFS",other,Not Available,,Not Available,Not Available,Not Available,jobs.839,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP, Product Manager - Digital Currency and Payments, GroupTransaction Banking",other,Not Available,,Not Available,Not Available,Not Available,jobs.840,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Team Head, PBWB (Jalan Kelawei)",other,Not Available,,Not Available,Not Available,Not Available,jobs.841,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Senior Telephone and Cabling Officer,other,Not Available,,Not Available,Not Available,Not Available,jobs.842,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"Executive Director, Head Anti-Financial Crime Assurance",other,Not Available,,Not Available,Not Available,Not Available,jobs.843,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"VP/FVP, Market Risk & Product Control, Risk Management",other,Not Available,,Not Available,Not Available,Not Available,jobs.844,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"SO, Personal Banker",other,Not Available,,Not Available,Not Available,Not Available,jobs.845,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Technology Obsolescence - Task Force - Project Manager,other,Not Available,,Not Available,Not Available,Not Available,jobs.846,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"SO, Service Manager",other,Not Available,,Not Available,Not Available,Not Available,jobs.847,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,Tech Delivery Manager (FAR Tech),other,Not Available,,Not Available,Not Available,Not Available,jobs.848,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"AVP, IT Audit, Group Audit",it,Not Available,,Not Available,Not Available,Not Available,jobs.849,raw/coresignal/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Coresignal Multi-source Company Jobs Signals,"First VP, Head of Global Markets Legal Documentation Unit",other,Not Available,,Not Available,Not Available,Not Available,jobs.850,raw/coresignal/data/united_overseas_bank.json
